City_ID,City,Cloudiness,Country,Date,Humidity,Lat,Lng,Max Temp,Wind Speed
150,batagay-alyta,5,RU,1566618856,46,67.8,130.41,61.15,5.37
151,bubaque,100,GW,1566618857,83,11.28,-15.83,79.02,17.85
152,stara moravica,0,RS,1566618857,88,45.87,19.47,68.0,3.36
153,niksic,40,ME,1566618857,44,42.77,18.95,82.4,9.17
154,heihe,20,RU,1566618857,64,50.24,127.51,73.4,4.47
155,atuona,92,PF,1566618857,75,-9.8,-139.03,78.72,15.39
156,najran,0,SA,1566618858,21,17.54,44.22,80.6,2.91
157,pangnirtung,0,CA,1566618858,81,66.15,-65.72,40.59,1.07
158,itzehoe,20,DE,1566618858,100,53.92,9.52,59.0,2.24
159,huicheng,0,CN,1566618858,50,23.03,116.29,95.0,11.18
160,maniitsoq,0,GL,1566618858,68,65.42,-52.9,44.75,5.08
161,cherskiy,87,RU,1566618859,34,68.75,161.3,66.58,3.74
162,mirnyy,67,RU,1566618859,93,56.57,36.46,52.18,6.96
163,pires do rio,95,BR,1566618859,42,-17.3,-48.28,70.76,6.49
164,tasiilaq,100,GL,1566618859,65,65.61,-37.64,41.0,0.87
165,san quintin,100,PH,1566618860,95,17.54,120.52,75.12,8.32
166,beringovskiy,38,RU,1566618860,45,63.05,179.32,60.77,4.36
167,banda aceh,100,ID,1566618860,75,5.56,95.32,82.37,14.34
168,puerto ayora,7,EC,1566618860,93,-0.74,-90.35,70.0,5.01
169,the pas,90,CA,1566618860,93,53.82,-101.24,60.8,5.82
170,high prairie,49,CA,1566618663,83,55.43,-116.48,54.11,2.08
171,sovetskaya,95,RU,1566618861,40,44.78,41.17,69.01,5.99
172,geraldton,5,CA,1566618575,93,49.72,-86.95,50.0,5.82
173,san lorenzo,0,HN,1566618861,88,13.43,-87.45,77.69,1.43
174,east london,0,ZA,1566618861,93,-33.02,27.91,59.0,5.82
175,suntar,21,RU,1566618862,68,62.16,117.65,64.55,3.69
176,pointe-noire,75,CG,1566618862,100,-4.8,11.85,71.6,5.82
177,minab,0,IR,1566618863,79,27.15,57.07,89.6,4.7
178,general roca,0,AR,1566618863,76,-39.03,-67.58,50.0,3.36
179,hofn,91,IS,1566618864,92,64.25,-15.21,37.75,9.66
180,leningradskiy,56,RU,1566618864,81,69.38,178.42,42.21,6.17
181,kaitangata,77,NZ,1566618865,53,-46.28,169.85,55.0,8.01
182,bonnyville,90,CA,1566618865,77,54.27,-110.74,60.8,5.82
183,tiksi,100,RU,1566618865,98,71.64,128.87,47.67,0.85
184,ilebo,0,CD,1566618865,49,-4.33,20.59,72.83,2.01
185,ilulissat,0,GL,1566618866,64,69.22,-51.1,35.6,8.66
186,nome,40,US,1566618866,88,30.04,-94.42,82.0,3.36
187,rodez,0,FR,1566618866,63,44.35,2.57,66.0,5.82
188,komsomolskiy,100,RU,1566618866,86,67.55,63.78,49.16,15.9
189,aswan,0,EG,1566618867,24,24.09,32.9,80.03,6.85
190,saint-philippe,1,CA,1566618867,87,45.36,-73.48,64.4,9.53
191,lebu,75,ET,1566618867,87,8.96,38.73,55.4,5.82
192,lakes entrance,0,AU,1566618867,23,-37.88,147.99,71.01,5.01
193,kavieng,25,PG,1566618867,76,-2.57,150.8,82.91,9.64
194,fort nelson,75,CA,1566618868,55,58.81,-122.69,60.8,5.82
195,saldanha,0,PT,1566618868,46,41.42,-6.55,67.63,1.43
196,nantucket,1,US,1566618868,68,41.28,-70.1,69.01,5.82
197,revyakino,2,RU,1566618868,84,54.37,37.66,52.9,1.95
198,lengshuitan,0,CN,1566618869,47,26.41,111.6,93.53,9.37
199,santa cruz,0,BR,1566618869,81,-6.22,-36.02,67.45,13.94
200,port blair,100,IN,1566618869,82,11.67,92.75,82.55,22.12
201,esperance,75,AU,1566618869,81,-33.86,121.89,53.6,5.82
202,vaini,40,IN,1566618869,83,15.34,74.49,77.0,6.93
203,jamestown,1,AU,1566618816,43,-33.21,138.6,61.38,16.37
204,sur,0,OM,1566618870,54,22.57,59.53,85.79,3.87
205,sal rei,90,CV,1566618870,83,16.18,-22.92,77.0,1.12
206,outjo,0,NA,1566618870,23,-20.11,16.16,53.6,2.24
207,kirensk,93,RU,1566618870,52,57.78,108.12,70.92,6.08
208,uray,100,RU,1566618871,77,60.13,64.8,57.01,15.43
209,port lincoln,67,AU,1566618871,69,-34.72,135.86,55.42,18.63
210,sveio,74,NO,1566618871,87,59.54,5.35,61.0,11.41
211,skibbereen,75,IE,1566618871,100,51.55,-9.27,59.0,8.05
212,sorland,100,NO,1566618871,82,67.67,12.69,50.71,20.18
213,camabatela,54,AO,1566618872,99,-8.19,15.37,58.88,1.39
214,nikolskoye,90,RU,1566618872,87,59.7,30.79,59.0,6.71
215,rodos,0,GR,1566618872,78,36.44,28.22,80.01,1.12
216,kavaratti,100,IN,1566618873,78,10.57,72.64,82.62,19.46
217,atambua,52,ID,1566618873,75,-9.11,124.89,77.1,7.49
218,pallipattu,40,IN,1566618873,58,13.34,79.44,86.0,16.11
219,lagoa,0,PT,1566618873,60,37.14,-8.45,73.4,6.93
220,lata,30,IN,1566618873,75,30.78,78.62,49.3,3.96
221,lavrentiya,52,RU,1566618874,67,65.58,-170.99,51.01,6.73
222,churapcha,36,RU,1566618874,57,62.0,132.43,70.49,4.81
223,kabo,100,CF,1566618874,98,7.69,18.62,69.05,1.74
224,elizabeth city,90,US,1566618862,100,36.3,-76.22,75.2,9.17
225,wladyslawowo,0,PL,1566618874,82,54.79,18.4,64.0,2.24
226,gombong,0,ID,1566618875,46,-7.19,109.31,87.0,9.1
227,natal,0,BR,1566618875,78,-5.81,-35.21,73.4,10.29
228,lorengau,1,PG,1566618875,70,-2.02,147.27,84.39,12.39
229,kamenka,50,MD,1566618875,83,48.03,28.7,57.0,5.19
230,khandyga,69,RU,1566618875,50,62.65,135.58,71.97,4.03
231,traverse city,1,US,1566618800,67,44.76,-85.62,64.4,3.36
232,juneau,90,US,1566618626,100,58.3,-134.42,51.8,3.67
233,linhares,52,BR,1566618876,95,-19.38,-40.06,63.25,1.01
234,madimba,75,CM,1566618876,100,4.42,9.93,75.2,4.7
235,esso,100,RU,1566618876,72,55.93,158.7,58.05,5.3
236,palana,100,RU,1566618877,91,59.08,159.95,52.02,6.89
237,nha trang,20,VN,1566618877,59,12.24,109.19,91.4,8.05
238,caravelas,33,BR,1566618877,80,-17.73,-39.27,70.08,9.51
239,jiangkou,63,CN,1566618877,71,30.7,117.56,85.45,12.19
240,egvekinot,100,RU,1566618878,49,66.32,-179.17,56.05,9.48
241,novopavlovka,0,KG,1566618878,49,42.87,74.49,69.8,4.47
242,goderich,0,CA,1566618878,70,43.74,-81.71,68.0,1.01
243,chokurdakh,6,RU,1566618878,41,70.62,147.9,65.13,4.76
244,hanmer springs,8,NZ,1566618879,69,-42.52,172.83,44.95,5.01
245,ambovombe,31,MG,1566618880,83,-25.18,46.09,70.08,22.57
246,margate,75,AU,1566618880,48,-43.03,147.26,63.0,18.34
247,talnakh,40,RU,1566618880,93,69.49,88.39,57.2,11.18
248,iqaluit,40,CA,1566618751,75,63.75,-68.52,46.4,7.54
249,leh,0,IN,1566618880,43,34.16,77.58,46.8,1.12
250,lasa,0,CY,1566618881,68,34.92,32.53,78.8,8.05
251,marathon,0,CA,1566618881,92,48.72,-86.38,48.46,2.48
252,kropotkin,67,RU,1566618881,32,45.43,40.58,82.0,6.13
253,nouadhibou,90,MR,1566618881,83,20.93,-17.03,71.6,5.82
254,tingo maria,96,PE,1566618882,93,-9.29,-76.01,38.0,1.28
255,omboue,100,GA,1566618882,88,-1.57,9.26,74.95,13.76
256,kruisfontein,0,ZA,1566618883,73,-34.0,24.73,55.77,6.26
257,dabakala,98,CI,1566618883,97,8.36,-4.43,70.33,7.2
258,izberbash,40,RU,1566618883,65,42.57,47.86,78.8,8.95
259,constitucion,90,MX,1566618884,68,23.99,-104.67,64.4,6.93
260,souillac,0,FR,1566618884,63,45.6,-0.6,68.0,3.36
261,vrangel,100,RU,1566618884,95,42.73,133.08,59.4,3.49
262,chuy,0,UY,1566618885,84,-33.69,-53.46,47.4,4.03
263,qaanaaq,89,GL,1566618885,68,77.48,-69.36,35.32,21.92
264,thompson,90,CA,1566618886,87,55.74,-97.86,60.8,2.24
265,laguna,0,BZ,1566618886,94,16.17,-88.94,78.8,3.09
266,salinas,1,US,1566618886,82,36.67,-121.66,70.0,11.41
267,merauke,88,ID,1566618886,78,-8.49,140.4,75.6,14.29
268,jalpaiguri,75,IN,1566618886,83,26.52,88.72,80.6,4.7
269,port elizabeth,90,US,1566618887,93,39.31,-74.98,70.0,4.7
270,guiglo,95,CI,1566618887,99,6.55,-7.5,69.93,3.22
271,saryg-sep,9,RU,1566618887,49,51.49,95.55,59.74,6.42
272,paragominas,0,BR,1566618887,90,-3.0,-47.35,72.18,3.76
273,morondava,0,MG,1566618887,50,-20.3,44.28,73.6,6.98
274,isangel,75,VU,1566618888,60,-19.55,169.27,75.2,17.22
275,westport,75,US,1566618888,68,41.14,-73.36,68.0,5.82
276,harda,89,IN,1566618888,90,22.34,77.09,76.43,9.1
277,dzaoudzi,75,YT,1566618888,88,-12.79,45.27,77.0,13.87
278,tel aviv-yafo,40,IL,1566618590,83,32.08,34.78,78.8,5.82
279,te anau,94,NZ,1566618888,74,-45.41,167.72,45.25,8.19
280,vostok,100,RU,1566618889,85,46.45,135.83,55.32,1.57
281,krabi,75,TH,1566618889,70,8.06,98.92,86.0,4.7
282,tazovskiy,100,RU,1566618889,89,67.47,78.7,47.09,8.9
283,smoky lake,100,CA,1566618889,96,54.11,-112.47,57.0,3.11
284,sao jose da coroa grande,65,BR,1566618890,95,-8.9,-35.15,68.58,3.6
285,tura,44,RU,1566618890,46,64.27,100.22,64.57,5.59
286,berlevag,100,NO,1566618890,90,70.86,29.09,43.83,7.63
287,nador,75,MA,1566618890,83,35.17,-2.93,75.2,8.05
288,ponta delgada,75,PT,1566618891,100,37.73,-25.67,71.6,5.82
289,san andres,100,PH,1566618766,74,13.32,122.68,84.06,16.84
290,requena,0,ES,1566618891,72,39.49,-1.1,71.01,3.36
291,camacha,40,PT,1566618891,83,33.08,-16.33,73.4,10.29
292,erzin,0,TR,1566618891,69,36.95,36.2,78.8,4.7
293,grindavik,90,IS,1566618891,87,63.84,-22.43,51.8,4.7
294,ambulu,13,ID,1566618892,86,-8.35,113.61,73.78,14.74
295,astoria,1,US,1566618892,67,46.19,-123.83,64.99,9.17
296,havre-saint-pierre,90,CA,1566618892,66,50.23,-63.6,55.4,16.11
297,tutoia,1,BR,1566618892,96,-2.76,-42.27,72.33,3.15
298,telica,18,HN,1566618893,87,14.72,-86.14,67.12,1.72
299,smirnykh,100,RU,1566618893,99,49.74,142.83,45.36,3.49
300,pozo colorado,0,PY,1566618893,54,-23.49,-58.8,59.04,5.08
301,milkovo,0,BG,1566618893,60,41.53,24.68,82.99,6.93
302,paracatu,71,BR,1566618893,35,-17.22,-46.87,73.78,9.48
303,antofagasta,90,CL,1566618894,76,-23.65,-70.4,57.2,5.82
304,lebedinyy,100,RU,1566618894,57,58.52,125.52,65.88,9.04
305,waddan,0,LY,1566618894,75,29.16,16.14,69.97,5.84
306,areosa,75,PT,1566618894,100,41.72,-8.86,64.99,5.82
307,kidal,91,ML,1566618895,60,18.44,1.41,84.19,5.82
308,belaya gora,44,RU,1566618895,32,68.54,146.19,73.87,4.65
309,hobyo,60,SO,1566618895,76,5.35,48.53,77.83,18.57
310,coquimbo,0,CL,1566618896,87,-29.95,-71.34,50.0,3.36
311,padang,41,ID,1566618896,83,-0.92,100.36,80.7,16.62
312,pincher creek,90,CA,1566618896,45,49.49,-113.95,68.0,11.41
313,sandviken,3,SE,1566618896,96,60.62,16.77,48.99,1.99
314,axim,85,GH,1566618896,93,4.87,-2.24,74.79,10.13
315,magdagachi,2,RU,1566618897,46,53.45,125.8,79.11,1.52
316,mezhdurechenskiy,94,RU,1566618897,75,59.59,65.91,57.04,17.29
317,vanimo,100,PG,1566618732,75,-2.67,141.3,82.84,12.24
318,lima,90,PE,1566618693,87,-12.06,-77.04,60.8,11.41
319,saint-pierre,0,FR,1566618898,87,48.95,4.24,55.4,3.67
320,soubre,97,CI,1566618898,96,5.79,-6.61,71.53,4.45
321,adrar,0,DZ,1566618898,15,27.87,-0.29,91.4,9.93
322,alofi,15,NU,1566618898,78,-19.06,-169.92,82.4,9.17
323,songjianghe,84,CN,1566618898,72,42.18,127.48,66.89,3.18
324,nenton,76,GT,1566618899,93,15.8,-91.75,68.51,5.1
325,sao filipe,25,CV,1566618899,76,14.9,-24.5,77.49,7.45
326,ranong,75,TH,1566618899,88,9.96,98.62,80.6,3.36
327,cherdyn,100,RU,1566618899,83,60.4,56.48,53.82,9.84
328,ust-kulom,100,RU,1566618899,92,61.69,53.69,51.55,7.38
329,ust-barguzin,11,RU,1566618900,48,53.41,109.03,68.49,7.38
330,aripuana,16,BR,1566618901,43,-9.17,-60.63,78.28,1.92
331,cururupu,5,BR,1566618901,99,-1.82,-44.87,71.37,3.13
332,shenkursk,97,RU,1566618902,87,62.11,42.91,51.79,4.85
333,paita,15,PE,1566618902,93,-5.09,-81.11,62.05,12.73
334,marrakesh,34,MA,1566618902,27,31.63,-7.99,86.0,3.36
335,boguchany,100,RU,1566618903,97,58.38,97.46,54.33,2.48
